Idiom	WiktionaryURL	Pos	Neg	Neu	Inapprop.	Total	%Pos	%Neg	%Neu	Maj. Label	FilterOut(X)
do one	https://en.wiktionary.org/wiki/do_one	0	1	9	0	10	0.000	0.100	0.900	neutral	
do one's bit	https://en.wiktionary.org/wiki/do_one's_bit	7	0	3	0	10	0.700	0.000	0.300	positive	
do one's business	https://en.wiktionary.org/wiki/do_one's_business	1	2	6	1	10	0.100	0.200	0.600	neutral	
do one's thing	https://en.wiktionary.org/wiki/do_one's_thing	5	0	5	0	10	0.500	0.000	0.500	positive	
do right by	https://en.wiktionary.org/wiki/do_right_by	7	0	3	0	10	0.700	0.000	0.300	positive	
do someone proud	https://en.wiktionary.org/wiki/do_someone_proud	9	0	1	0	10	0.900	0.000	0.100	positive	
do the deed	https://en.wiktionary.org/wiki/do_the_deed	0	1	7	2	10	0.000	0.100	0.700	neutral	
do the hard yards	https://en.wiktionary.org/wiki/do_the_hard_yards	0	3	7	0	10	0.000	0.300	0.700	neutral	
do the honors	https://en.wiktionary.org/wiki/do_the_honors	3	0	7	0	10	0.300	0.000	0.700	neutral	
do the honours	https://en.wiktionary.org/wiki/do_the_honours	4	0	6	0	10	0.400	0.000	0.600	neutral	
do the math	https://en.wiktionary.org/wiki/do_the_math	0	0	10	0	10	0.000	0.000	1.000	neutral	
do the right thing	https://en.wiktionary.org/wiki/do_the_right_thing	10	0	0	0	10	1.000	0.000	0.000	positive	
do the trick	https://en.wiktionary.org/wiki/do_the_trick	10	0	0	0	10	1.000	0.000	0.000	positive	
do up	https://en.wiktionary.org/wiki/do_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
do want	https://en.wiktionary.org/wiki/do_want	0	0	10	0	10	0.000	0.000	1.000	neutral	
do well	https://en.wiktionary.org/wiki/do_well	9	0	1	0	10	0.900	0.000	0.100	positive	
do what	https://en.wiktionary.org/wiki/do_what	0	0	10	0	10	0.000	0.000	1.000	neutral	
do without	https://en.wiktionary.org/wiki/do_without	0	2	8	0	10	0.000	0.200	0.800	neutral	
do-or-die	https://en.wiktionary.org/wiki/do-or-die	2	3	5	0	10	0.200	0.300	0.500	neutral	
dog and cat	https://en.wiktionary.org/wiki/dog_and_cat	0	0	10	0	10	0.000	0.000	1.000	neutral	
dog and pony show	https://en.wiktionary.org/wiki/dog_and_pony_show	0	6	4	0	10	0.000	0.600	0.400	negative	
dog around	https://en.wiktionary.org/wiki/dog_around	3	0	7	0	10	0.300	0.000	0.700	neutral	
dog eat dog	https://en.wiktionary.org/wiki/dog_eat_dog	2	5	3	0	10	0.200	0.500	0.300	negative	
dog it	https://en.wiktionary.org/wiki/dog_it	0	8	2	0	10	0.000	0.800	0.200	negative	
dog's breakfast	https://en.wiktionary.org/wiki/dog's_breakfast	0	7	3	0	10	0.000	0.700	0.300	negative	
dog's life	https://en.wiktionary.org/wiki/dog's_life	1	8	1	0	10	0.100	0.800	0.100	negative	
dole out	https://en.wiktionary.org/wiki/dole_out	1	0	9	0	10	0.100	0.000	0.900	neutral	
don't get me started	https://en.wiktionary.org/wiki/don't_get_me_started	0	2	8	0	10	0.000	0.200	0.800	neutral	
don't go there	https://en.wiktionary.org/wiki/don't_go_there	0	3	7	0	10	0.000	0.300	0.700	neutral	
don't hold your breath	https://en.wiktionary.org/wiki/don't_hold_your_breath	1	2	7	0	10	0.100	0.200	0.700	neutral	
don't tell me	https://en.wiktionary.org/wiki/don't_tell_me	0	0	10	0	10	0.000	0.000	1.000	neutral	
done and done	https://en.wiktionary.org/wiki/done_and_done	5	0	5	0	10	0.500	0.000	0.500	positive	
done and dusted	https://en.wiktionary.org/wiki/done_and_dusted	7	0	3	0	10	0.700	0.000	0.300	positive	
done deal	https://en.wiktionary.org/wiki/done_deal	7	0	3	0	10	0.700	0.000	0.300	positive	
donkey work	https://en.wiktionary.org/wiki/donkey_work	0	8	2	0	10	0.000	0.800	0.200	negative	
donkey's years	https://en.wiktionary.org/wiki/donkey's_years	0	2	8	0	10	0.000	0.200	0.800	neutral	
doom and gloom	https://en.wiktionary.org/wiki/doom_and_gloom	0	7	3	0	10	0.000	0.700	0.300	negative	
double back	https://en.wiktionary.org/wiki/double_back	0	0	10	0	10	0.000	0.000	1.000	neutral	
double booked	https://en.wiktionary.org/wiki/double_booked	0	0	10	0	10	0.000	0.000	1.000	neutral	
double down	https://en.wiktionary.org/wiki/double_down	0	1	9	0	10	0.000	0.100	0.900	neutral	
double entendre	https://en.wiktionary.org/wiki/double_entendre	0	0	10	0	10	0.000	0.000	1.000	neutral	
double over	https://en.wiktionary.org/wiki/double_over	0	0	10	0	10	0.000	0.000	1.000	neutral	
double talk	https://en.wiktionary.org/wiki/double_talk	0	7	3	0	10	0.000	0.700	0.300	negative	
double tap	https://en.wiktionary.org/wiki/double_tap	0	0	10	0	10	0.000	0.000	1.000	neutral	
double-edged sword	https://en.wiktionary.org/wiki/double-edged_sword	0	1	9	0	10	0.000	0.100	0.900	neutral	
down and out	https://en.wiktionary.org/wiki/down_and_out	0	10	0	0	10	0.000	1.000	0.000	negative	
down at heel	https://en.wiktionary.org/wiki/down_at_heel	0	9	1	0	10	0.000	0.900	0.100	negative	
down for the count	https://en.wiktionary.org/wiki/down_for_the_count	0	8	2	0	10	0.000	0.800	0.200	negative	
down in the dumps	https://en.wiktionary.org/wiki/down_in_the_dumps	0	10	0	0	10	0.000	1.000	0.000	negative	
down on one's luck	https://en.wiktionary.org/wiki/down_on_one's_luck	0	10	0	0	10	0.000	1.000	0.000	negative	
down pat	https://en.wiktionary.org/wiki/down_pat	6	0	4	0	10	0.600	0.000	0.400	positive	
down the drain	https://en.wiktionary.org/wiki/down_the_drain	0	10	1	0	11	0.000	0.909	0.091	negative	
down the line	https://en.wiktionary.org/wiki/down_the_line	1	0	9	0	10	0.100	0.000	0.900	neutral	
down the pan	https://en.wiktionary.org/wiki/down_the_pan	0	7	3	0	10	0.000	0.700	0.300	negative	
down the road	https://en.wiktionary.org/wiki/down_the_road	1	1	8	0	10	0.100	0.100	0.800	neutral	
down the toilet	https://en.wiktionary.org/wiki/down_the_toilet	0	10	0	0	10	0.000	1.000	0.000	negative	
down the track	https://en.wiktionary.org/wiki/down_the_track	0	1	9	0	10	0.000	0.100	0.900	neutral	
down the tubes	https://en.wiktionary.org/wiki/down_the_tubes	0	8	2	0	10	0.000	0.800	0.200	negative	
down to a fine art	https://en.wiktionary.org/wiki/down_to_a_fine_art	8	0	2	0	10	0.800	0.000	0.200	positive	
down to the wire	https://en.wiktionary.org/wiki/down_to_the_wire	0	2	8	0	10	0.000	0.200	0.800	neutral	
down under	https://en.wiktionary.org/wiki/down_under	0	2	8	0	10	0.000	0.200	0.800	neutral	
down-to-earth	https://en.wiktionary.org/wiki/down-to-earth	4	1	5	0	10	0.400	0.100	0.500	neutral	
drag on	https://en.wiktionary.org/wiki/drag_on	0	4	6	0	10	0.000	0.400	0.600	neutral	
drag one's feet	https://en.wiktionary.org/wiki/drag_one's_feet	0	6	4	0	10	0.000	0.600	0.400	negative	
drag out	https://en.wiktionary.org/wiki/drag_out	0	3	7	0	10	0.000	0.300	0.700	neutral	
drama queen	https://en.wiktionary.org/wiki/drama_queen	0	4	6	0	10	0.000	0.400	0.600	neutral	
draw a line	https://en.wiktionary.org/wiki/draw_a_line	0	0	10	0	10	0.000	0.000	1.000	neutral	
draw a line in the sand	https://en.wiktionary.org/wiki/draw_a_line_in_the_sand	0	0	10	0	10	0.000	0.000	1.000	neutral	
draw away	https://en.wiktionary.org/wiki/draw_away	0	2	8	0	10	0.000	0.200	0.800	neutral	
draw back	https://en.wiktionary.org/wiki/draw_back	0	4	6	0	10	0.000	0.400	0.600	neutral	
draw down	https://en.wiktionary.org/wiki/draw_down	1	3	6	0	10	0.100	0.300	0.600	neutral	
draw even	https://en.wiktionary.org/wiki/draw_even	0	0	10	0	10	0.000	0.000	1.000	neutral	
draw in	https://en.wiktionary.org/wiki/draw_in	5	0	5	0	10	0.500	0.000	0.500	positive	X
draw off	https://en.wiktionary.org/wiki/draw_off	0	1	9	0	10	0.000	0.100	0.900	neutral	
draw the line	https://en.wiktionary.org/wiki/draw_the_line	0	0	9	0	10	0.000	0.000	0.900	neutral	
drawing card	https://en.wiktionary.org/wiki/drawing_card	2	0	8	0	10	0.200	0.000	0.800	neutral	
dream house	https://en.wiktionary.org/wiki/dream_house	8	0	2	0	10	0.800	0.000	0.200	positive	
dredge up	https://en.wiktionary.org/wiki/dredge_up	0	4	6	0	10	0.000	0.400	0.600	neutral	
dress down	https://en.wiktionary.org/wiki/dress_down	0	7	3	0	10	0.000	0.700	0.300	negative	
dressed to the nines	https://en.wiktionary.org/wiki/dressed_to_the_nines	7	0	3	0	10	0.700	0.000	0.300	positive	
dressing-down	https://en.wiktionary.org/wiki/dressing-down	0	6	4	0	10	0.000	0.600	0.400	negative	
dribs and drabs	https://en.wiktionary.org/wiki/dribs_and_drabs	0	2	8	0	10	0.000	0.200	0.800	neutral	
drift apart	https://en.wiktionary.org/wiki/drift_apart	0	8	2	0	10	0.000	0.800	0.200	negative	
drift off	https://en.wiktionary.org/wiki/drift_off	0	5	5	0	10	0.000	0.500	0.500	negative	
drill down	https://en.wiktionary.org/wiki/drill_down	1	1	8	0	10	0.100	0.100	0.800	neutral	
drill rig	https://en.wiktionary.org/wiki/drill_rig	0	0	10	0	10	0.000	0.000	1.000	neutral	
drilling rig	https://en.wiktionary.org/wiki/drilling_rig	0	0	10	0	10	0.000	0.000	1.000	neutral	
drinking age	https://en.wiktionary.org/wiki/drinking_age	0	0	10	0	10	0.000	0.000	1.000	neutral	
drive away	https://en.wiktionary.org/wiki/drive_away	0	3	7	0	10	0.000	0.300	0.700	neutral	
drive home	https://en.wiktionary.org/wiki/drive_home	2	0	8	0	10	0.200	0.000	0.800	neutral	
drive off	https://en.wiktionary.org/wiki/drive_off	0	3	7	0	10	0.000	0.300	0.700	neutral	
drive out	https://en.wiktionary.org/wiki/drive_out	0	4	6	0	10	0.000	0.400	0.600	neutral	
drive someone crazy	https://en.wiktionary.org/wiki/drive_someone_crazy	0	9	1	0	10	0.000	0.900	0.100	negative	
drop anchor	https://en.wiktionary.org/wiki/drop_anchor	0	1	9	0	10	0.000	0.100	0.900	neutral	
drop in	https://en.wiktionary.org/wiki/drop_in	0	0	10	0	10	0.000	0.000	1.000	neutral	
drop in the bucket	https://en.wiktionary.org/wiki/drop_in_the_bucket	0	4	6	0	10	0.000	0.400	0.600	neutral	
drop in the ocean	https://en.wiktionary.org/wiki/drop_in_the_ocean	0	4	6	0	10	0.000	0.400	0.600	neutral	
drop off	https://en.wiktionary.org/wiki/drop_off	0	0	9	1	10	0.000	0.000	0.900	neutral	
drop out	https://en.wiktionary.org/wiki/drop_out	0	6	4	0	10	0.000	0.600	0.400	negative	
drop the ball	https://en.wiktionary.org/wiki/drop_the_ball	0	10	0	0	10	0.000	1.000	0.000	negative	
drown out	https://en.wiktionary.org/wiki/drown_out	0	6	4	0	10	0.000	0.600	0.400	negative	
drug deal	https://en.wiktionary.org/wiki/drug_deal	0	9	1	0	10	0.000	0.900	0.100	negative	
drug of choice	https://en.wiktionary.org/wiki/drug_of_choice	0	2	8	0	10	0.000	0.200	0.800	neutral	
drum up	https://en.wiktionary.org/wiki/drum_up	8	0	2	0	10	0.800	0.000	0.200	positive	
dry eye	https://en.wiktionary.org/wiki/dry_eye	1	5	4	0	10	0.100	0.500	0.400	negative	
dry out	https://en.wiktionary.org/wiki/dry_out	0	2	8	0	10	0.000	0.200	0.800	neutral	
dry powder	https://en.wiktionary.org/wiki/dry_powder	0	1	9	0	10	0.000	0.100	0.900	neutral	
dry run	https://en.wiktionary.org/wiki/dry_run	0	1	9	0	10	0.000	0.100	0.900	neutral	
duck out	https://en.wiktionary.org/wiki/duck_out	0	3	7	0	10	0.000	0.300	0.700	neutral	
due course	https://en.wiktionary.org/wiki/due_course	0	0	10	0	10	0.000	0.000	1.000	neutral	
duke it out	https://en.wiktionary.org/wiki/duke_it_out	0	6	4	0	10	0.000	0.600	0.400	negative	
dumb down	https://en.wiktionary.org/wiki/dumb_down	1	3	6	0	10	0.100	0.300	0.600	neutral	
dump on	https://en.wiktionary.org/wiki/dump_on	0	9	1	0	10	0.000	0.900	0.100	negative	
dust off	https://en.wiktionary.org/wiki/dust_off	0	0	10	0	10	0.000	0.000	1.000	neutral	
dust settle	https://en.wiktionary.org/wiki/dust_settle	0	4	6	0	10	0.000	0.400	0.600	neutral	
duty calls	https://en.wiktionary.org/wiki/duty_calls	0	0	10	0	10	0.000	0.000	1.000	neutral	
dyed in the wool	https://en.wiktionary.org/wiki/dyed_in_the_wool	1	0	9	0	10	0.100	0.000	0.900	neutral	
dyed-in-the-wool	https://en.wiktionary.org/wiki/dyed-in-the-wool	0	0	10	0	10	0.000	0.000	1.000	neutral	
each way	https://en.wiktionary.org/wiki/each_way	0	0	10	0	10	0.000	0.000	1.000	neutral	
eagle eye	https://en.wiktionary.org/wiki/eagle_eye	9	0	1	0	10	0.900	0.000	0.100	positive	
ear to the ground	https://en.wiktionary.org/wiki/ear_to_the_ground	2	0	8	0	10	0.200	0.000	0.800	neutral	
early bath	https://en.wiktionary.org/wiki/early_bath	1	3	6	0	10	0.100	0.300	0.600	neutral	
early bird	https://en.wiktionary.org/wiki/early_bird	5	0	5	0	10	0.500	0.000	0.500	positive	
earn one's keep	https://en.wiktionary.org/wiki/earn_one's_keep	7	0	3	0	10	0.700	0.000	0.300	positive	
easier said than done	https://en.wiktionary.org/wiki/easier_said_than_done	0	4	6	0	10	0.000	0.400	0.600	neutral	
easy on the eye	https://en.wiktionary.org/wiki/easy_on_the_eye	7	0	3	0	10	0.700	0.000	0.300	positive	
easy on the eyes	https://en.wiktionary.org/wiki/easy_on_the_eyes	10	0	0	0	10	1.000	0.000	0.000	positive	
easy pickings	https://en.wiktionary.org/wiki/easy_pickings	1	3	6	0	10	0.100	0.300	0.600	neutral	
easy street	https://en.wiktionary.org/wiki/easy_street	6	1	3	0	10	0.600	0.100	0.300	positive	
eat humble pie	https://en.wiktionary.org/wiki/eat_humble_pie	4	2	4	0	10	0.400	0.200	0.400	positive	
eat it	https://en.wiktionary.org/wiki/eat_it	0	6	4	0	10	0.000	0.600	0.400	negative	X
eat one's heart out	https://en.wiktionary.org/wiki/eat_one's_heart_out	0	9	1	0	10	0.000	0.900	0.100	negative	
eat out	https://en.wiktionary.org/wiki/eat_out	0	0	9	1	10	0.000	0.000	0.900	neutral	
eat someone alive	https://en.wiktionary.org/wiki/eat_someone_alive	0	8	2	0	10	0.000	0.800	0.200	negative	
eat someone's lunch	https://en.wiktionary.org/wiki/eat_someone's_lunch	2	2	6	0	10	0.200	0.200	0.600	neutral	
eat up	https://en.wiktionary.org/wiki/eat_up	3	0	7	0	10	0.300	0.000	0.700	neutral	
economical with the truth	https://en.wiktionary.org/wiki/economical_with_the_truth	1	5	4	0	10	0.100	0.500	0.400	negative	
edge out	https://en.wiktionary.org/wiki/edge_out	6	0	4	0	10	0.600	0.000	0.400	positive	
egg on	https://en.wiktionary.org/wiki/egg_on	3	3	4	0	10	0.300	0.300	0.400	neutral	
elbow grease	https://en.wiktionary.org/wiki/elbow_grease	2	0	8	0	10	0.200	0.000	0.800	neutral	
elbow room	https://en.wiktionary.org/wiki/elbow_room	3	1	6	0	10	0.300	0.100	0.600	neutral	
elder brother	https://en.wiktionary.org/wiki/elder_brother	0	0	10	0	10	0.000	0.000	1.000	neutral	
elder sister	https://en.wiktionary.org/wiki/elder_sister	0	0	10	0	10	0.000	0.000	1.000	neutral	
element of surprise	https://en.wiktionary.org/wiki/element_of_surprise	4	0	6	0	10	0.400	0.000	0.600	neutral	
elephant ears	https://en.wiktionary.org/wiki/elephant_ears	0	1	9	0	10	0.000	0.100	0.900	neutral	
elephant in the room	https://en.wiktionary.org/wiki/elephant_in_the_room	0	7	3	0	10	0.000	0.700	0.300	negative	
elevator pitch	https://en.wiktionary.org/wiki/elevator_pitch	0	0	10	0	10	0.000	0.000	1.000	neutral	
eleventh hour	https://en.wiktionary.org/wiki/eleventh_hour	0	1	9	0	10	0.000	0.100	0.900	neutral	
embarrassment of riches	https://en.wiktionary.org/wiki/embarrassment_of_riches	9	1	0	0	10	0.900	0.100	0.000	positive	
empty promise	https://en.wiktionary.org/wiki/empty_promise	0	10	0	0	10	0.000	1.000	0.000	negative	
end of	https://en.wiktionary.org/wiki/end_of	0	3	7	0	10	0.000	0.300	0.700	neutral	
end of the line	https://en.wiktionary.org/wiki/end_of_the_line	0	5	5	0	10	0.000	0.500	0.500	negative	
end of the world	https://en.wiktionary.org/wiki/end_of_the_world	0	10	0	0	10	0.000	1.000	0.000	negative	
end state	https://en.wiktionary.org/wiki/end_state	1	0	9	0	10	0.100	0.000	0.900	neutral	
end up	https://en.wiktionary.org/wiki/end_up	2	0	8	0	10	0.200	0.000	0.800	neutral	
enemy combatant	https://en.wiktionary.org/wiki/enemy_combatant	0	4	6	0	10	0.000	0.400	0.600	neutral	
energy level	https://en.wiktionary.org/wiki/energy_level	1	0	9	0	10	0.100	0.000	0.900	neutral	
engine room	https://en.wiktionary.org/wiki/engine_room	5	0	5	0	10	0.500	0.000	0.500	positive	
equal marriage	https://en.wiktionary.org/wiki/equal_marriage	2	0	8	0	10	0.200	0.000	0.800	neutral	
err on the side of	https://en.wiktionary.org/wiki/err_on_the_side_of	3	1	6	0	10	0.300	0.100	0.600	neutral	
err on the side of caution	https://en.wiktionary.org/wiki/err_on_the_side_of_caution	1	1	8	0	10	0.100	0.100	0.800	neutral	
esprit de corps	https://en.wiktionary.org/wiki/esprit_de_corps	4	0	6	0	10	0.400	0.000	0.600	neutral	
ethically challenged	https://en.wiktionary.org/wiki/ethically_challenged	0	8	2	0	10	0.000	0.800	0.200	negative	
ethnic music	https://en.wiktionary.org/wiki/ethnic_music	1	0	9	0	10	0.100	0.000	0.900	neutral	
eureka moment	https://en.wiktionary.org/wiki/eureka_moment	9	0	1	0	10	0.900	0.000	0.100	positive	
even keel	https://en.wiktionary.org/wiki/even_keel	4	0	6	0	10	0.400	0.000	0.600	neutral	
even money	https://en.wiktionary.org/wiki/even_money	1	0	9	0	10	0.100	0.000	0.900	neutral	
even the score	https://en.wiktionary.org/wiki/even_the_score	2	4	4	0	10	0.200	0.400	0.400	negative	
ever after	https://en.wiktionary.org/wiki/ever_after	2	0	8	0	10	0.200	0.000	0.800	neutral	
ever so	https://en.wiktionary.org/wiki/ever_so	0	0	10	0	10	0.000	0.000	1.000	neutral	
every bit	https://en.wiktionary.org/wiki/every_bit	0	0	10	0	10	0.000	0.000	1.000	neutral	
every inch	https://en.wiktionary.org/wiki/every_inch	1	0	9	0	10	0.100	0.000	0.900	neutral	
every last	https://en.wiktionary.org/wiki/every_last	0	0	10	0	10	0.000	0.000	1.000	neutral	
every one	https://en.wiktionary.org/wiki/every_one	0	0	10	0	10	0.000	0.000	1.000	neutral	
every second	https://en.wiktionary.org/wiki/every_second	0	0	10	0	10	0.000	0.000	1.000	neutral	
every time	https://en.wiktionary.org/wiki/every_time	1	0	9	0	10	0.100	0.000	0.900	neutral	
every which way	https://en.wiktionary.org/wiki/every_which_way	1	0	9	0	10	0.100	0.000	0.900	neutral	
everything but the kitchen sink	https://en.wiktionary.org/wiki/everything_but_the_kitchen_sink	0	0	10	0	10	0.000	0.000	1.000	neutral	
evil twin	https://en.wiktionary.org/wiki/evil_twin	0	10	0	0	10	0.000	1.000	0.000	negative	
exception that proves the rule	https://en.wiktionary.org/wiki/exception_that_proves_the_rule	1	0	9	0	10	0.100	0.000	0.900	neutral	
excess baggage	https://en.wiktionary.org/wiki/excess_baggage	0	7	3	0	10	0.000	0.700	0.300	negative	
execution style	https://en.wiktionary.org/wiki/execution_style	0	9	1	0	10	0.000	0.900	0.100	negative	
extra pair of hands	https://en.wiktionary.org/wiki/extra_pair_of_hands	5	0	5	0	10	0.500	0.000	0.500	positive	
eye candy	https://en.wiktionary.org/wiki/eye_candy	10	0	0	0	10	1.000	0.000	0.000	positive	
eye for an eye	https://en.wiktionary.org/wiki/eye_for_an_eye	0	3	7	0	10	0.000	0.300	0.700	neutral	
eye of the beholder	https://en.wiktionary.org/wiki/eye_of_the_beholder	0	0	10	0	10	0.000	0.000	1.000	neutral	
eye up	https://en.wiktionary.org/wiki/eye_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
eye-opener	https://en.wiktionary.org/wiki/eye-opener	6	0	4	0	10	0.600	0.000	0.400	positive	
face down	https://en.wiktionary.org/wiki/face_down	0	4	6	0	10	0.000	0.400	0.600	neutral	
face the facts	https://en.wiktionary.org/wiki/face_the_facts	3	1	6	0	10	0.300	0.100	0.600	neutral	
face the music	https://en.wiktionary.org/wiki/face_the_music	0	7	3	0	10	0.000	0.700	0.300	negative	
face to face	https://en.wiktionary.org/wiki/face_to_face	0	0	10	0	10	0.000	0.000	1.000	neutral	
face value	https://en.wiktionary.org/wiki/face_value	0	0	10	0	10	0.000	0.000	1.000	neutral	
fact is	https://en.wiktionary.org/wiki/fact_is	0	0	10	0	10	0.000	0.000	1.000	neutral	
factor in	https://en.wiktionary.org/wiki/factor_in	0	0	10	0	10	0.000	0.000	1.000	neutral	
facts on the ground	https://en.wiktionary.org/wiki/facts_on_the_ground	0	0	10	0	10	0.000	0.000	1.000	neutral	
fade out	https://en.wiktionary.org/wiki/fade_out	0	1	9	0	10	0.000	0.100	0.900	neutral	
failure to thrive	https://en.wiktionary.org/wiki/failure_to_thrive	0	10	0	0	10	0.000	1.000	0.000	negative	
fair and square	https://en.wiktionary.org/wiki/fair_and_square	9	0	1	0	10	0.900	0.000	0.100	positive	
fair enough	https://en.wiktionary.org/wiki/fair_enough	4	1	5	0	10	0.400	0.100	0.500	neutral	
fair game	https://en.wiktionary.org/wiki/fair_game	6	0	4	0	10	0.600	0.000	0.400	positive	
fair sex	https://en.wiktionary.org/wiki/fair_sex	1	3	6	0	10	0.100	0.300	0.600	neutral	
fall apart	https://en.wiktionary.org/wiki/fall_apart	0	9	1	0	10	0.000	0.900	0.100	negative	
fall behind	https://en.wiktionary.org/wiki/fall_behind	0	10	0	0	10	0.000	1.000	0.000	negative	
fall between the cracks	https://en.wiktionary.org/wiki/fall_between_the_cracks	0	6	4	0	10	0.000	0.600	0.400	negative	
fall by the wayside	https://en.wiktionary.org/wiki/fall_by_the_wayside	0	10	0	0	10	0.000	1.000	0.000	negative	
fall for	https://en.wiktionary.org/wiki/fall_for	0	6	4	0	10	0.000	0.600	0.400	negative	X
fall foul	https://en.wiktionary.org/wiki/fall_foul	0	9	1	0	10	0.000	0.900	0.100	negative	
fall from grace	https://en.wiktionary.org/wiki/fall_from_grace	0	10	0	0	10	0.000	1.000	0.000	negative	
fall in line	https://en.wiktionary.org/wiki/fall_in_line	4	0	6	0	10	0.400	0.000	0.600	neutral	
fall into	https://en.wiktionary.org/wiki/fall_into	0	2	8	0	10	0.000	0.200	0.800	neutral	
fall into one's lap	https://en.wiktionary.org/wiki/fall_into_one's_lap	8	0	2	0	10	0.800	0.000	0.200	positive	
